title,department,subtier,office,type_name,solicitation_number,publish_date,response_date,is_active,set_aside,description,sam_url,awardee_name,award_amount
Water Equipment Maintenance for LOC Preservation,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Special Notice,LSP20210016,2020-12-04,2020-12-19,Inactive,,"This is a public notice prepared in accordance with Federal Acquisition Regulation (FAR) 5.2 – Synopsis of Proposed Contract Actions. The Library of Congress, Contracts and Grants Directorate, intends to award a sole-source firm fixe",https://sam.gov/opp/c7c46314b94e46bca664d95fbe14412b/view,,
Dell EMC Maintenance for Library of Congress Data Centers,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Combined Synopsis/Solicitation,CIO20210049,2020-12-03,2020-12-08,Inactive,,Solicitation Amendment 1: The purpose of this amendment is to add an attachment of the serial numbers and model numbers of the items this solicitation seeks to procure services for. - - - - - - This is a combined synopsis/solicitat,https://sam.gov/opp/c80f1ac230b449629d954f08aa669dd5/view,,
Architect of the Capitol Job Order Contract (JOC),ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Solicitation,AOCACB20R0117,2020-12-02,2020-12-07,Inactive,,"The Architect of the Capitol (AOC) is issuing a Request for Proposal (RFP) for construction services for an Indefinite Delivery Indefinite Quantity (IDIQ) Single Award Job Order Contract (JOC). This is a standalone contract to provide rapid,",https://sam.gov/opp/58472d4069014066836f4d10c2e825b4/view,,
VMware Support,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,,Special Notice,2021-R-017,2020-11-25,2020-12-04,Inactive,,Please see/complete the four attachments for the VMware Support Procurement for the U.S. Senate Office of the Sergeant At Arms.,https://sam.gov/opp/c5c434e506054e49ad6d2f3713643f17/view,,
ProofPoint Maintenance and Support Renewal,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Special Notice,2021-R-012,2020-11-23,2020-11-24,Inactive,,Please see/complete the four attachments for the ProofPoint Maintenance and Support Renewal for the U.S. Senate Office of the Sergeant At Arms. ** We have made an amendment to the Requirements and Instructions removing the re,https://sam.gov/opp/536dce8339254167a32369108bfc0586/view,,
Symantec Endpoint Security Enterprise,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Special Notice,RFQ-2021-R-017,2020-11-20,2020-11-30,Inactive,,"This is a request for quotation (RFQ) on Symantec Endpoint Security Enterprise Hybrid Subscription License with Support. The RFQ consist of four (4) attachments to this Notice: 1) PRICING TABLE, 2) INSTRUCTIONS & SUBMI",https://sam.gov/opp/b4ab87357f7d473d935360df6c8e5b30/view,,
REVISED Symantec Endpoint Security Enterprise,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Special Notice,REVISED_RFQ-2021-R-017,2020-11-20,2020-12-01,Inactive,,"THIS NOTICE REPLACED RFQ-2021-R-017 SYMANTEC ENDPOINT SECURITY ENTERPRISE POSTED ON NOVEMBER 19, 2020, IN ITS ENTIRETY. This is a request for quotation (RFQ) on Symantec Endpoi",https://sam.gov/opp/e5c2ca505d9543c099e656e3f58b0cab/view,,
Library of Congress - Graphic Design Services IDIQ,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Combined Synopsis/Solicitation,030ADV21Q0025,2020-11-20,2020-11-30,Inactive,,"The Library of Congress (“Library”) is the largest library in the world, with millions of books, recordings, photographs, newspapers, maps and manuscripts in its collections. It is a chief steward of America’s and the world&rsquo",https://sam.gov/opp/7376c378d87f47efab11c333e176b818/view,,
"Vision 2100 and Governance Structure, Facilitation and Development Services",ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Combined Synopsis/Solicitation,AOCSSB21R0005,2020-11-19,2020-12-17,Inactive,,"The Architect of the Capitol (AOC), Acquisition and Material Management Division (AMMD) is issuing Request for Proposal (RFP) # AOCSSB21R0005 for Vision 2100 and Governance Structure, Facilitation and Development Services. It is anticipated",https://sam.gov/opp/6a6e5a7206074595880d64b34993cb3f/view,,
Construction Management Services IDIQ,ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Presolicitation,AOCACB200088,2020-11-16,2020-10-06,Inactive,,The Architect of the Capitol (AOC) anticipates issuing a Request for Proposal (RFP) for construction management services under Indefinite Delivery Indefinite Quantity (IDIQ) Multiple Award Task Order Contract (MATOC). This contract is in sup,https://sam.gov/opp/c998a4a9dda64d518a0da92f139c9eb8/view,,
Broad Agency Announcement  - Computing Cultural Heritage in the Cloud - Research Experts,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Combined Synopsis/Solicitation,LCCIO20D0112,2020-11-13,2020-11-30,Inactive,,"The Library of Congress is the largest library in the world, with millions of books, recordings, photographs, newspapers, maps and manuscripts in its collections. One of the missions of Library of Congress’ Labs (Labs) at the Librar",https://sam.gov/opp/515a9624a7c446ffa5a95217cfe7da0b/view,,
CPP-UDS IDIQ Contract -Structural Repairs & Tunnel Improvements (2021-2026),ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Presolicitation,AOC21IDIQ,2020-11-12,2020-11-28,Inactive,,"The contractor shall complete discrete concrete repairs; install chemical curtain grouting; install crack injections; repair expansion joints; repair, clean, and or repaint existing pipe supports and stanchions within the UDS tunnels The C",https://sam.gov/opp/b6e9153eecd14b2a85b18c9c0ef19c0f/view,,
Library of Congress Cloud Services IDIQ,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Combined Synopsis/Solicitation,CIO20200090CIO20200091,2020-11-10,2020-11-24,Inactive,,"The Library of Congress intends to implement an IDIQ offering cloud hosting, professional services, and training. Please see attached solicitation document for details. 5/06/20 - The purpose of this update is",https://sam.gov/opp/9b7c3d9fd61944feb86364f054ca3923/view,,
Internet Circuit - FHOB,CONGRESSIONAL BUDGET OFFICE,CONGRESSIONAL BUDGET OFFICE,CBO ACQUISITIONS OFFICE,Solicitation,CB21-RFQ0001,2020-11-10,2020-11-20,Inactive,,"*** This solicitation was updated by the issuance of Amendment No. 001 on November 10, 2020. Amendment No. 001 issued the Question & Answer document; revised the Price Schedules, the SOW and the proposal provisions in",https://sam.gov/opp/0bcb7d39a2c5408aaace9776a0fec85b/view,,
IP Based Video System - Amended,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Sources Sought,SSN_2021-S-010,2020-11-05,2020-11-13,Inactive,,AMENDED! THIS IS A SOURCES SOUGHT ANNOUNCEMENT TO PRE-QUALIFY VENDORS. THERE IS NO SOLICITATION AVAILABLE AT THIS TIME. THIS IS NOT A REQUEST FOR PROPOSALS. THE PURPOSE OF THIS SOURCES SOUGHT NOTICE (SSN) IS TO GAT,https://sam.gov/opp/7deec35a2a5f4319ae82421f74748990/view,,
Senate Innovations (continued),"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Solicitation,2020-R-052-II,2020-11-03,2020-11-13,Inactive,,"This notice is a continuation of the previous listing for Senate Innovations (2020-R-052) due to posting complications. Please find the fourth and final release of the Bidder Q&A in the attached Excel document, 2020-R-052 - Offeror Que",https://sam.gov/opp/b1631ef5c6414d0aac709923c4c45f5c/view,,
AOC Campus Scrap Metal Collection and Recycling Services,ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Solicitation,AOCSSB21R0002,2020-11-03,2020-11-20,Inactive,,The Architect of the Capitol (AOC) is seeking a contractor that can peform scrap metal collection and recycling services for specific AOC campus buildings in accordance with the attached Request for Proposal (RFP). Review the attache,https://sam.gov/opp/b449c5c0190c4599bac3ecbabf493882/view,,
Internet Circuit - FHOB,CONGRESSIONAL BUDGET OFFICE,CONGRESSIONAL BUDGET OFFICE,CBO ACQUISITIONS OFFICE,Combined Synopsis/Solicitation,CB21-RFQ0001,2020-11-02,2020-11-13,Inactive,,The Congressional Budget Office (CBO) has a requirement for a Contractor to provide one (1) Internet circuit for the agency’s Internet connectivity. CBO is currently redesigning its data center architecture to enable IT service redundan,https://sam.gov/opp/0d22efaa870246d0ad25d04b9fe7477f/view,,
Library of Congress RFI - Development Print and Online Campaign,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Sources Sought,LBN20210003,2020-11-02,2020-11-18,Inactive,,This is a Request for Information (RFI) in accordance with the Federal Acquisition Regulation (FAR) 15.201(c)(7) for the purpose of developing an acquisition strategy and obtaining industry input relevant to a possible future solicitation. This re,https://sam.gov/opp/4777ff06e5f44c168cbf17b7e0a1a41c/view,,
"Vision 2100 and Governance Structure, Facilitation and Development Services",ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Combined Synopsis/Solicitation,AOCSSB20R0070,2020-11-02,2020-09-28,Inactive,,"The Architect of the Capitol (AOC), Acquisition and Material Management Division (AMMD) is issuing Request for Proposal (RFP) # AOCSSB20R0070 for Vision 2100 and Governance Structure, Facilitation and Development Services. It is anticipated",https://sam.gov/opp/52c09e82753e4669ba756e00939f26b7/view,,
Library of Congress RFI - Electronic Visitor Counting and Analytics System,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Sources Sought,CIO20210112,2020-10-30,2020-11-10,Inactive,,The Library’s existing electronic people counting camera system is antiquated and at the end of life. The Library is looking for commercial off-the-shelf (COTS) solutions to replace the existing system with a new system that may potentially,https://sam.gov/opp/d9288572b63444a080e3bd77595dda3d/view,,
Microfilm Readers/Scanners Preventative Maintenance,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Combined Synopsis/Solicitation,030ADV21Q0020,2020-10-28,2020-11-03,Inactive,,The contractor shall provide preventative maintenance and repair services to the microfilm readers and scanners located at the Library of Congress.,https://sam.gov/opp/5836801dc46148139b4545bb021d4a97/view,,
Architect of the Capitol Job Order Contract (JOC),ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Presolicitation,AOCACB20R0117,2020-10-28,,Inactive,,The Architect of the Capitol (AOC) anticipates issuing a Request for Proposal (RFP) for construction services under Indefinite Delivery Indefinite Quantity (IDIQ) Multiple Award Job Order Contract (JOC). This is a standalone contract to prov,https://sam.gov/opp/2e318be2634a445bb9bc0408590b119c/view,,
Environmental Technical Support Services,ARCHITECT OF THE CAPITOL,ARCHITECT OF THE CAPITOL,ACQUISITION & MATERIAL MAN. DIV.,Sources Sought,AOCSSB20A16A3003,2020-10-27,2020-11-12,Inactive,,See Attachment,https://sam.gov/opp/c454e014d225443398d2a408b4847eed/view,,
Braille on Demand Services (Including Tactile Graphics),LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Award Notice,NLS20210003,2020-10-26,,Inactive,,The Library of Congress has a requirement for braille printing on-demand for tactile graphics and other small scale order braille print jobs. The contract was competed and awarded to T-Base as a 5-year small scale IDIQ contract. The entire 5-year,https://sam.gov/opp/13be828b8229483d899107725cba78f5/view,"T-BASE COMMUNICATIONS USA, INC.",
NLS Multi-State Center - West,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Award Notice,LCNLS21C0005,2020-10-23,,Inactive,,The Library of Congress has awarded the subject contract for Multi-State Center Services for the Western region of the United States (MSC-East). This was a requirement that was publically synopsized and competed on the open market. It is a 5-year,https://sam.gov/opp/16b1047edc4c4c2a9a0c2b8c04e09458/view,"STATE LIBRARY, UTAH",
NLS Multi-State Centers (East),LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Award Notice,NLS20210007,2020-10-23,,Inactive,,The Library of Congress has awarded the subject contract for Multi-State Center Services for the Eastern region of the United States (MSC-East). This was a requirement that was publically synopsized and competed on the open market. It is a 5-year,https://sam.gov/opp/8a6cb167a85740a1b92c915bef4dff21/view,CLOVERNOOK CENTER FOR THE BLIND AND VISUALLY IMPAIRED,
2020 NLS National Conference,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Award Notice,LCNLS21P0003,2020-10-22,,Inactive,,,https://sam.gov/opp/338e148b7c074b9a9bb7882431895bd4/view,"GUARDIANS OF HONOR, LLC",
Internet Circuit - FHOB,CONGRESSIONAL BUDGET OFFICE,CONGRESSIONAL BUDGET OFFICE,CBO ACQUISITIONS OFFICE,Presolicitation,CB21-RFQ0001,2020-10-20,2020-11-06,Inactive,,The Congressional Budget Office (CBO) has a requirement for a Contractor to provide one (1) Internet circuit for the agency’s Internet connectivity. CBO is currently redesigning its datacenter architecture to enable IT service redundanc,https://sam.gov/opp/288e9453492a4893ac3aa777149f687f/view,,
Intent to Sole Source - BIBFRAME Editor Enhancement,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Justification,LSB20210011,2020-10-20,,Inactive,,"This is a public notice that performs three functions: 1). Public posting of a sole source J&A; 2). Synopsis of Requirement, 3). Fulfill all other public posting requirements by the Library (such as the intent to sole source). The Libr",https://sam.gov/opp/d54b51c30f944ab58598da746aa2c275/view,,
Braille Book Review Publication,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,CONTRACTS SERVICES,Award Notice,030ADV20Q0209,2020-10-20,,Inactive,,The Library of Congress has awarded a $3.5 million dollar IDIQ contract to the Clovernook Center for the Blind & Visually Impaired based off a competition held via solicitation # 030ADV20Q0209. This contract is for production of Brail,https://sam.gov/opp/a4db66c4c9e54d06a529f2d5dbf36950/view,CLOVERNOOK CENTER FOR THE BLIND AND VISUALLY IMPAIRED,
Senate Innovations,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Solicitation,2020-R-052,2020-10-19,2020-11-06,Inactive,,"Please find the second release of the Bidder Q&A in the attached Excel document, 2020-R-052 - Offeror Questions & Responses 10.19.20. Please be advised the Senate will be providing additional responses to submi",https://sam.gov/opp/a1efa58add154612a71410762e11028b/view,,
On-site Conservation Technician Services for the Library of Congress,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS FEDLINK,Combined Synopsis/Solicitation,LCFDL20R0085,2020-10-19,2020-10-20,Inactive,,"The Library of Congress requires the services of a professionally trained Conservation Technician with experience in the evaluation, conservation, treatment, housing, documentation, and stabilization of selected book and paper collections. S",https://sam.gov/opp/adfa41a60c5640359b60466960a3fb39/view,,
Website Development,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Solicitation,2021-R-008,2020-10-19,2020-10-23,Inactive,,"Please find additional Q&A in the attached Excel document, 2021-R-008 - Offeror Questions & Responses - Final, along with the attached Solicitation Amendment 001. Please be advised the Senate h",https://sam.gov/opp/835d42d9b96749a58da3d3306ed7ab1d/view,,
3rd REVISED Palo Alto On-Prem NGFW and Prisma Products,"SENATE, THE",THE UNITED STATES SENATE SERGEANT AT ARMS,SENATE SERGEANT AT ARMS,Special Notice,RFQ-2021-R-009,2020-10-13,2020-10-26,Inactive,,"This is the latest and third revised request for quotation (RFQ) on a list of Palo Alto products. Please see the EXCEL Workbook, 3rd REVISED RFQ-2",https://sam.gov/opp/85e02beb8a244aada4eabb8dbbe8dd97/view,,
Cataloging of Library Materials for U.S. Army Corps of Engineers,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS FEDLINK,Award Notice,LCFDL20C0278,2020-10-09,,Inactive,,,https://sam.gov/opp/f5aa2131f9e14f3f9dae367578886a93/view,"BACKSTAGE LIBRARY WORKS, INC.",
Cataloging of Library Materials for MCoE HQ Donovan Research Library,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,LIBRARY OF CONGRESS FEDLINK,Award Notice,LCFDL20C0279,2020-10-09,,Inactive,,,https://sam.gov/opp/efbe1aef03b04d90ae77a1f2b63b8a87/view,"BACKSTAGE LIBRARY WORKS, INC.",
